species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0A01284g	EPA10	Cagl0A.mRNA.at.511.p|CAR57994.1|CAGL0A01265g	ORF|Uncharacterized	Putative adhesin-like protein; belongs to adhesin cluster I		131317	135649	4332	ChrA_C_glabrata_CBS138	OG0000049	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01325g	PGD1	Cagl0A.mRNA.at.512.p|CAR57995.1	ORF|Uncharacterized	Has domain(s) with predicted transcription coregulator activity, role in regulation of transcription by RNA polymerase II and mediator complex localization		136007	139529	3522	ChrA_C_glabrata_CBS138	OG0005604	{'GO:0003712', 'GO:0006357', 'GO:0016592'}	{'GO:0003712', 'GO:0006357', 'GO:0016592'}
Candida_glabrata	CAGL0A01366g	EPA9	Cagl0A.mRNA.at.513.p|CAR57996.1|CAGL0A01386g	ORF|Uncharacterized	Putative adhesin; belongs to adhesin cluster I		140257	144775	4518	ChrA_C_glabrata_CBS138	OG0000049	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01408g		CAGL-IPF14906|CAG57721.1	ORF|Uncharacterized	Ortholog(s) have RNA polymerase II activating transcription factor binding, RNA polymerase II core promoter sequence-specific DNA binding and RNA polymerase II repressing transcription factor binding, more	PGD1	145137	147039	1902	ChrA_C_glabrata_CBS138	OG0005604	{'GO:0001103', 'GO:0045944', 'GO:0051123', 'GO:0000979', 'GO:0000122', 'GO:0001102', 'GO:0003712', 'GO:0001135', 'GO:0016592', 'GO:0006357', 'GO:0070847'}	{'GO:0001103', 'GO:0045944', 'GO:0051123', 'GO:0070847', 'GO:0000979', 'GO:0000122', 'GO:0003712', 'GO:0001135', 'GO:0016592', 'GO:0001102'}
Candida_glabrata	CAGL0A01430g	TRP5	CAGL-IPF3035|CAGL-CDS1069.1|CAG57722.1	ORF|Uncharacterized	Putative tryptophan synthase; protein abundance increased in ace2 mutant cells	TRP5	147107	149462	2355	ChrA_C_glabrata_CBS138	OG0001550	{'GO:0003824', 'GO:0004834', 'GO:0070791', 'GO:0000162', 'GO:0016020', 'GO:0006568'}	{'GO:0070791', 'GO:0000162', 'GO:0016020', 'GO:0004834'}
Candida_glabrata	CAGL0A01452g	CWH41	CAGL-IPF3033|CAGL-CDS0771.1|CAG57723.1	ORF|Uncharacterized	Putative glucosidase I; glycoside hydrolase; predicted GPI-anchor	CWH41	149637	152897	3260	ChrA_C_glabrata_CBS138	OG0001146	{'GO:0006487', 'GO:0004573', 'GO:0044182', 'GO:0052559', 'GO:0005789', 'GO:0070880', 'GO:0005975', 'GO:0009311'}	{'GO:0006487', 'GO:0004573', 'GO:0044182', 'GO:0052559', 'GO:0005789', 'GO:0070880', 'GO:0009311'}
Candida_glabrata	CAGL0A01474g		CAGL-IPF3032|CAGL-CDS1541.1|CAG57724.1	ORF|Uncharacterized	Ortholog(s) have cell surface, extracellular region, fungal-type cell wall localization	SCW11	153155	154933	1778	ChrA_C_glabrata_CBS138	OG0000736	{'GO:0009986', 'GO:0003674', 'GO:0008150', 'GO:0005576', 'GO:0009277'}	{'GO:0009986', 'GO:0003674', 'GO:0008150', 'GO:0005576', 'GO:0009277'}
Candida_glabrata	CAGL0A01496r	tF(GAA)1	tRNA-Phe (GAA)	tRNA|Uncharacterized	tRNA-Phe, predicted by tRNAscan-SE; GAA anticodon		155457	155554	97	ChrA_C_glabrata_CBS138		{'GO:0005575', 'GO:0033402', 'GO:0002182'}	{'GO:0005575', 'GO:0033402', 'GO:0002182'}
Candida_glabrata	CAGL0A01540g		CAGL-IPF3029|CAGL-CDS5478.1|CAG57725.1	ORF|Uncharacterized	Ortholog(s) have pre-mRNA 5'-splice site binding, structural constituent of ribosome activity, role in negative regulation of mRNA splicing, via spliceosome, rRNA processing and cytosolic large ribosomal subunit localization	RPL30	155566	157847	2281	ChrA_C_glabrata_CBS138	OG0003989	{'GO:0003735', 'GO:0003723', 'GO:0030627', 'GO:0006364', 'GO:0022625', 'GO:0048025'}	{'GO:0003735', 'GO:0030627', 'GO:0006364', 'GO:0022625', 'GO:0048025'}
Candida_glabrata	CAGL0A01562g		CAGL-IPF3026|CAGL-CDS4776.1|CAG57726.1	ORF|Uncharacterized	Ortholog(s) have RNA binding activity and cytosolic large ribosomal subunit localization	RPL24A	157157	158986	1829	ChrA_C_glabrata_CBS138	OG0002195	{'GO:0022625', 'GO:0008150', 'GO:0003723'}	{'GO:0022625', 'GO:0008150', 'GO:0003723'}
Candida_glabrata	CAGL0A01584g		CAGL-IPF14911|CAG57727.1	ORF|Uncharacterized	Ortholog(s) have cell adhesion molecule binding activity, role in agglutination involved in conjugation with cellular fusion and fungal-type cell wall localization	AGA2	158780	159037	257	ChrA_C_glabrata_CBS138	OG0006970	{'GO:0050839', 'GO:0009277', 'GO:0000752'}	{'GO:0050839', 'GO:0009277', 'GO:0000752'}
Candida_glabrata	CAGL0A01606g		CAGL-IPF3024|CAGL-CDS4082.1|CAG57728.1	ORF|Uncharacterized	Ortholog(s) have double-stranded DNA binding activity, role in reciprocal meiotic recombination, synapsis and condensed nuclear chromosome localization	HOP2	159129	159968	839	ChrA_C_glabrata_CBS138	OG0004679	{'GO:0007129', 'GO:0007131', 'GO:0000794', 'GO:0003690'}	{'GO:0007129', 'GO:0007131', 'GO:0000794', 'GO:0003690'}
Candida_glabrata	CAGL0A01628g	MIG1	CAGL-IPF3021|CAGL-CDS2611.1|CAG57729.1	ORF|Verified	Transcriptional regulatory protein	MIG1	161187	162755	1568	ChrA_C_glabrata_CBS138	OG0000282	{'GO:0045944', 'GO:0005737', 'GO:1900436', 'GO:0005634', 'GO:0000433', 'GO:0035690', 'GO:0000122', 'GO:0005641', 'GO:0001227', 'GO:0015976', 'GO:0000978'}	{'GO:0045944', 'GO:0005737', 'GO:1900436', 'GO:0005634', 'GO:0000433', 'GO:0035690', 'GO:0000122', 'GO:0005641', 'GO:0001227', 'GO:0015976', 'GO:0000978'}
Candida_glabrata	CAGL0A01650g		CAGL-IPF3019|CAG57730.1	ORF|Uncharacterized	Putative protein; gene is upregulated in azole-resistant strain		163447	164775	1328	ChrA_C_glabrata_CBS138	OG0006926	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01672g		CAGL-IPF3018|CAGL-CDS1114.1|CAG57731.1	ORF|Uncharacterized	Protein of unknown function		164808	166947	2139	ChrA_C_glabrata_CBS138	OG0001620	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01694g		CAGL-IPF3016|CAGL-CDS1306.1|CAG57732.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YGL036W and Saccharomyces cerevisiae S288C : YGL036W	YGL036W	167041	169217	2176	ChrA_C_glabrata_CBS138	OG0006903	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01716g		CAGL-IPF3015|CAGL-CDS4339.1|CAG57733.1	ORF|Uncharacterized	Ortholog(s) have nicotinamidase activity, role in chromatin silencing at rDNA, chromatin silencing at telomere, negative regulation of DNA amplification, replicative cell aging and fungal biofilm matrix, nucleus, peroxisome localization	PNC1	169410	170322	912	ChrA_C_glabrata_CBS138	OG0003089	{'GO:0000183', 'GO:0008152', 'GO:0005634', 'GO:0005777', 'GO:0001302', 'GO:0008936', 'GO:1904524', 'GO:0006348', 'GO:0062040'}	{'GO:0000183', 'GO:0008152', 'GO:0005634', 'GO:0005777', 'GO:0001302', 'GO:0008936', 'GO:1904524', 'GO:0006348', 'GO:0062040'}
Candida_glabrata	CAGL0A01738g		CAGL-IPF3014|CAGL-CDS2256.1|CAG57734.1	ORF|Uncharacterized	Putative mannosyltransferase of cis-Golgi apparatus; gene is upregulated in azole-resistant strain	OCH1	170399	172917	2518	ChrA_C_glabrata_CBS138	OG0001201	{'GO:0000009', 'GO:0006487', 'GO:0009267', 'GO:0000137', 'GO:0034605', 'GO:0006491', 'GO:0036170', 'GO:0009405', 'GO:0009272', 'GO:0000032'}	{'GO:0000009', 'GO:0006487', 'GO:0009267', 'GO:0000137', 'GO:0034605', 'GO:0006491', 'GO:0036170', 'GO:0009405', 'GO:0009272', 'GO:0000032'}
Candida_glabrata	CAGL0A01760g		CAGL-IPF3013|CAGL-CDS1474.1|CAG57735.1	ORF|Uncharacterized	Ortholog(s) have arginine-tRNA ligase activity and role in arginyl-tRNA aminoacylation	YDR341C	172556	174517	1961	ChrA_C_glabrata_CBS138	OG0000582	{'GO:0005524', 'GO:0005737', 'GO:0006420', 'GO:0004812', 'GO:0000166', 'GO:0006418', 'GO:0004814'}	{'GO:0005524', 'GO:0006420', 'GO:0005737', 'GO:0004814'}
Candida_glabrata	CAGL0A01782g	HXT4	CAGL-IPF3010|CAGL-CDS1669.1|CAG57736.1	ORF|Uncharacterized	Ortholog(s) have glucose transmembrane transporter activity, pentose transmembrane transporter activity and plasma membrane localization	HXT4	174749	176787	2038	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0015146', 'GO:0016020', 'GO:0022857', 'GO:0005886'}	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0015146', 'GO:0005886'}
Candida_glabrata	CAGL0A01804g	HXT1	CAGL-IPF3007|CAGL-CDS1708.1|CAG57737.1	ORF|Uncharacterized	Ortholog(s) have fructose transmembrane transporter activity, pentose transmembrane transporter activity, role in glucose transmembrane transport, mannose transmembrane transport and plasma membrane localization	HXT1	180148	181897	1749	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0016021', 'GO:0015761', 'GO:0015146', 'GO:0016020', 'GO:0022857', 'GO:0005886', 'GO:0005353', 'GO:1904659'}	{'GO:0016021', 'GO:0015761', 'GO:0015146', 'GO:0005886', 'GO:0005353', 'GO:1904659'}
Candida_glabrata	CAGL0A01826g	HXT5	CAGL-IPF3003|CAGL-CDS1877.1|CAG57738.2	ORF|Uncharacterized	Ortholog(s) have glucose transmembrane transporter activity, role in glucose transmembrane transport and plasma membrane localization	HXT3	183870	185907	2037	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0016020', 'GO:0022857', 'GO:0005886', 'GO:1904659'}	{'GO:0005355', 'GO:0016021', 'GO:0005886', 'GO:1904659'}
Candida_glabrata	CAGL0A01848g		CAGL-IPF3001|CAGL-CDS0546.1|CAG57739.1	ORF|Uncharacterized	Ortholog(s) have role in cargo loading into COPII-coated vesicle and COPII vesicle coat localization	SFB3	187468	190927	3459	ChrA_C_glabrata_CBS138	OG0002604	{'GO:0006886', 'GO:0030127', 'GO:0006888', 'GO:0008270', 'GO:0090110'}	{'GO:0090110', 'GO:0006886', 'GO:0008270', 'GO:0030127'}
Candida_glabrata	CAGL0A01870g		CAGL-IPF3000|CAGL-CDS0825.1|CAG57740.1	ORF|Uncharacterized	Has domain(s) with predicted integral component of membrane localization		191094	194721	3627	ChrA_C_glabrata_CBS138	OG0000413	{'GO:0016021', 'GO:0005515', 'GO:0003674', 'GO:0008150'}	{'GO:0016021', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01892g		CAGL-IPF2998|CAGL-CDS5671.1|CAG57741.1	ORF|Uncharacterized	Protein of unknown function		194560	194826	266	ChrA_C_glabrata_CBS138	OG0006495	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A01914g		CAGL-IPF2997|CAGL-CDS0003.1|CAG57742.1	ORF|Uncharacterized	Ortholog(s) have histone acetyltransferase activity	TRA1	194929	206465	11536	ChrA_C_glabrata_CBS138	OG0003217	{'GO:0045944', 'GO:0000124', 'GO:0046695', 'GO:0005634', 'GO:0035267', 'GO:0004402', 'GO:0016773', 'GO:0070209', 'GO:0005515', 'GO:0016301', 'GO:0000123', 'GO:0006338', 'GO:0006281', 'GO:0016573', 'GO:0010674'}	{'GO:0045944', 'GO:0000124', 'GO:0046695', 'GO:0035267', 'GO:0004402', 'GO:0016773', 'GO:0070209', 'GO:0006338', 'GO:0006281', 'GO:0016573', 'GO:0010674'}
Candida_glabrata	CAGL0A01936r	tG(GCC)1	tRNA-Gly (GCC)	tRNA|Uncharacterized	tRNA-Gly, predicted by tRNAscan-SE; GCC anticodon		206530	206600	70	ChrA_C_glabrata_CBS138		{'GO:0005575', 'GO:0033462', 'GO:0002182'}	{'GO:0005575', 'GO:0033462', 'GO:0002182'}
Candida_glabrata	CAGL0A01958g		CAGL-IPF2994|CAGL-CDS2723.1|CAG57743.1	ORF|Uncharacterized	Ortholog(s) have role in maturation of SSU-rRNA	TSR4	206791	208516	1725	ChrA_C_glabrata_CBS138	OG0001633	{'GO:0030490', 'GO:0003674', 'GO:0005737'}	{'GO:0030490', 'GO:0003674', 'GO:0005737'}
Candida_glabrata	CAGL0A01980g		CAGL-IPF2993|CAGL-CDS1173.1|CAG57744.1	ORF|Uncharacterized	Ortholog(s) have GTPase activity, tRNA binding, translation initiation factor activity, role in mitochondrial translation and mitochondrion localization	IFM1	208288	210397	2109	ChrA_C_glabrata_CBS138	OG0001100	{'GO:0005739', 'GO:0003924', 'GO:0000049', 'GO:0032543', 'GO:0003743', 'GO:0005525', 'GO:0006413'}	{'GO:0005739', 'GO:0003924', 'GO:0000049', 'GO:0032543', 'GO:0003743', 'GO:0005525', 'GO:0006413'}
Candida_glabrata	CAGL0A02002g		CAGL-IPF2991|CAGL-CDS5094.1|CAG57745.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YOL024W and Saccharomyces cerevisiae S288C : YOL024W	YOL024W	210447	211217	770	ChrA_C_glabrata_CBS138	OG0005608	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02024g		CAGL-IPF2990|CAGL-CDS1125.1|CAG57746.1	ORF|Uncharacterized	Ortholog(s) have role in negative regulation of ubiquitin-protein transferase activity, replicative cell aging	LAG2	211652	213977	2325	ChrA_C_glabrata_CBS138	OG0006407	{'GO:0005575', 'GO:0001302', 'GO:0003674', 'GO:0051444'}	{'GO:0005575', 'GO:0001302', 'GO:0003674', 'GO:0051444'}
Candida_glabrata	CAGL0A02046g		CAGL-IPF2989|CAGL-CDS0866.1|CAG57747.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin protein ligase binding activity	ROD1	214918	218203	3285	ChrA_C_glabrata_CBS138	OG0000749	{'GO:0071333', 'GO:0070086', 'GO:0002092', 'GO:0005886', 'GO:0000754', 'GO:0031625', 'GO:0042493'}	{'GO:0071333', 'GO:0070086', 'GO:0002092', 'GO:0005886', 'GO:0000754', 'GO:0031625', 'GO:0042493'}
Candida_glabrata	CAGL0A02068r	tA(AGC)1	tRNA-Ala (AGC)	tRNA|Uncharacterized	tRNA-Ala, predicted by tRNAscan-SE; AGC anticodon		218415	218487	72	ChrA_C_glabrata_CBS138		{'GO:0005575', 'GO:0033453', 'GO:0002182'}	{'GO:0005575', 'GO:0033453', 'GO:0002182'}
Candida_glabrata	CAGL0A02090g		CAGL-IPF2986|CAGL-CDS1179.1|CAG57748.1	ORF|Uncharacterized	Ortholog(s) have proline-tRNA ligase activity and role in prolyl-tRNA aminoacylation	YHR020W	218450	221336	2886	ChrA_C_glabrata_CBS138	OG0002184	{'GO:0005524', 'GO:0005737', 'GO:0004827', 'GO:0004812', 'GO:0000166', 'GO:0002161', 'GO:0006418', 'GO:0006433'}	{'GO:0005524', 'GO:0005737', 'GO:0004827', 'GO:0002161', 'GO:0006433'}
Candida_glabrata	CAGL0A02112g		CAGL-IPF2985|CAGL-CDS1779.1|CAG57749.1	ORF|Uncharacterized	Ortholog(s) have asparagine-tRNA ligase activity and role in asparaginyl-tRNA aminoacylation	DED81	220973	223311	2338	ChrA_C_glabrata_CBS138	OG0001666	{'GO:0005524', 'GO:0005737', 'GO:0003676', 'GO:0004816', 'GO:0004812', 'GO:0006421', 'GO:0000166', 'GO:0006418'}	{'GO:0005524', 'GO:0005737', 'GO:0003676', 'GO:0004816', 'GO:0006421'}
Candida_glabrata	CAGL0A02134g		CAGL-IPF2984|CAGL-CDS2898.1|CAG57750.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YSC83, C. albicans SC5314 : CR_06620W_A, C. dubliniensis CD36 : Cd36_32160, C. parapsilosis CDC317 : CPAR2_203070 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_100064	YSC83	222966	224520	1554	ChrA_C_glabrata_CBS138	OG0006762	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02145g		CAGL-IPF2983|CAGL-CDS2804.1|CAG57751.1	ORF|Uncharacterized	Ortholog(s) have actin filament binding activity, role in actin cortical patch localization, actin filament bundle assembly, endocytosis and actin cortical patch localization	YSC84	225216	226491	1275	ChrA_C_glabrata_CBS138	OG0000524	{'GO:0051666', 'GO:0005515', 'GO:0006897', 'GO:0051017', 'GO:0051015', 'GO:0030479'}	{'GO:0051666', 'GO:0006897', 'GO:0051017', 'GO:0051015', 'GO:0030479'}
Candida_glabrata	CAGL0A02167r	tQ(UUG)1	tRNA-Gln (TTG)|tQ(TTG)1	tRNA|Uncharacterized	tRNA-Gln, predicted by tRNAscan-SE; UUG anticodon		226620	226691	71	ChrA_C_glabrata_CBS138		{'GO:0033427', 'GO:0002182', 'GO:0005575'}	{'GO:0033427', 'GO:0002182', 'GO:0005575'}
Candida_glabrata	CAGL0A02189g		CAGL-IPF2981|CAGL-CDS1473.1|CAG57752.1	ORF|Uncharacterized	Ortholog(s) have role in mitochondrial translation and mitochondrion localization	MSR1	226898	228787	1889	ChrA_C_glabrata_CBS138	OG0000582	{'GO:0005524', 'GO:0005739', 'GO:0005737', 'GO:0006420', 'GO:0004812', 'GO:0000166', 'GO:0006418', 'GO:0032543', 'GO:0004814'}	{'GO:0005524', 'GO:0005739', 'GO:0006420', 'GO:0032543', 'GO:0004814'}
Candida_glabrata	CAGL0A02211g	HXT6/7	CAGL-IPF2980|CAGL-CDS1752.1|CAG57753.1	ORF|Uncharacterized	Ortholog(s) have glucose transmembrane transporter activity, pentose transmembrane transporter activity, role in glucose transmembrane transport and plasma membrane localization	HXT7	229203	231257	2054	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0015146', 'GO:0016020', 'GO:0022857', 'GO:0005886', 'GO:1904659'}	{'GO:0005355', 'GO:0016021', 'GO:0015146', 'GO:0005886', 'GO:1904659'}
Candida_glabrata	CAGL0A02233g	HXT4/6/7	CAGL-IPF2978|CAGL-CDS1767.1|CAG57754.1	ORF|Uncharacterized	Ortholog(s) have glucose transmembrane transporter activity and plasma membrane localization	HXT6	235687	237568	1881	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0016020', 'GO:0022857', 'GO:0005886'}	{'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0005886'}
Candida_glabrata	CAGL0A02255g		CAGL-IPF2976|CAGL-CDS3815.1|CAG57755.1	ORF|Uncharacterized	Protein of unknown function		241096	245525	4429	ChrA_C_glabrata_CBS138	OG0005187	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02277g		CAGL-IPF2974|CAGL-CDS3814.1|CAG57756.1	ORF|Uncharacterized	Protein of unknown function		248522	249340	818	ChrA_C_glabrata_CBS138	OG0005187	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02299g		CAGL-IPF2972|CAGL-CDS3759.1|CAG57757.1	ORF|Uncharacterized	Protein of unknown function		250289	252055	1766	ChrA_C_glabrata_CBS138	OG0005187	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02321g	HXT3	CAGL-IPF2970|CAGL-CDS1735.1|CAG57758.1	ORF|Uncharacterized	Ortholog(s) have fructose transmembrane transporter activity, glucose transmembrane transporter activity, mannose transmembrane transporter activity and role in fructose import across plasma membrane, glucose import across plasma membrane	HXT5	250523	254591	4068	ChrA_C_glabrata_CBS138	OG0000010	{'GO:0098708', 'GO:0055085', 'GO:0005355', 'GO:0016021', 'GO:0000324', 'GO:0016020', 'GO:0022857', 'GO:0005886', 'GO:0005353', 'GO:0015578', 'GO:1990539'}	{'GO:0098708', 'GO:0005355', 'GO:0016021', 'GO:0000324', 'GO:0005886', 'GO:0005353', 'GO:0015578', 'GO:1990539'}
Candida_glabrata	CAGL0A02343g		CAGL-IPF2966|CAG57759.1	ORF|Uncharacterized	Protein of unknown function		254861	255127	266	ChrA_C_glabrata_CBS138	OG0007079	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02365g		CAGL-IPF2964|CAGL-CDS2453.1|CAG57760.1	ORF|Uncharacterized	Has domain(s) with predicted role in response to oxidative stress		254787	258700	3913	ChrA_C_glabrata_CBS138	OG0002682	{'GO:0005575', 'GO:0006979', 'GO:0003674'}	{'GO:0005575', 'GO:0006979', 'GO:0003674'}
Candida_glabrata	CAGL0A02387g		CAGL-IPF2962|CAGL-CDS3415.1|CAG57761.1	ORF|Uncharacterized	Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	MRP1	257781	261241	3460	ChrA_C_glabrata_CBS138	OG0002761	{'GO:0055114', 'GO:0003735', 'GO:0005763', 'GO:0004784', 'GO:0046872', 'GO:0006801'}	{'GO:0055114', 'GO:0003735', 'GO:0005763', 'GO:0004784', 'GO:0046872', 'GO:0006801'}
Candida_glabrata	CAGL0A02409g		CAGL-IPF2961|CAGL-CDS2441.1|CAG57762.1	ORF|Uncharacterized	Ortholog(s) have cell cortex localization	PAL1	259747	261514	1767	ChrA_C_glabrata_CBS138	OG0001743	{'GO:0005938', 'GO:0003674', 'GO:0008150'}	{'GO:0005938', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0A02431g	YPS7	CAGL-IPF2954|CAGL-CDS1573.1|CAG57763.1	ORF|Uncharacterized	Putative aspartic protease; predicted GPI-anchor; expression induced at high temperature	YPS7	261619	263642	2023	ChrA_C_glabrata_CBS138	OG0002778	{'GO:0006508', 'GO:0004190', 'GO:0005575', 'GO:0031505', 'GO:0000749'}	{'GO:0006508', 'GO:0004190', 'GO:0005575', 'GO:0031505', 'GO:0000749'}
Candida_glabrata	CAGL0A02453r	tM(CAU)1	tRNA-Met (CAT)|tM(CAT)1	tRNA|Uncharacterized	tRNA-Met, predicted by tRNAscan-SE; CAU anticodon		263902	263974	72	ChrA_C_glabrata_CBS138		{'GO:0005575', 'GO:0033436', 'GO:0002182'}	{'GO:0005575', 'GO:0033436', 'GO:0002182'}
Candida_glabrata	CAGL0A02475g		CAGL-IPF2951|CAGL-CDS1648.1|CAG57764.1	ORF|Uncharacterized	Ortholog(s) have translation regulator activity, role in positive regulation of mitochondrial translation, proton-transporting two-sector ATPase complex assembly and mitochondrial inner membrane localization	ATP22	264041	265918	1877	ChrA_C_glabrata_CBS138	OG0006501	{'GO:0005743', 'GO:0045182', 'GO:0070071', 'GO:0070131', 'GO:0006417'}	{'GO:0045182', 'GO:0070071', 'GO:0070131', 'GO:0005743'}
Candida_glabrata	CAGL0A02486g		CAGL-IPF2948|CAGL-CDS0655.1|CAG57765.1	ORF|Uncharacterized	Ortholog(s) have role in fungal-type cell wall organization and Golgi apparatus localization	SBE2	266016	268848	2832	ChrA_C_glabrata_CBS138	OG0005591	{'GO:0005794', 'GO:0031505', 'GO:0003674'}	{'GO:0005794', 'GO:0031505', 'GO:0003674'}
Candida_glabrata	CAGL0A02508g		CAGL-IPF2946|CAGL-CDS3444.1|CAG57766.1	ORF|Uncharacterized	Ortholog(s) have basic amino acid transmembrane transporter activity, role in basic amino acid transmembrane export from vacuole and integral component of fungal-type vacuolar membrane localization	YPQ2	268907	270099	1192	ChrA_C_glabrata_CBS138	OG0003065	{'GO:0034488', 'GO:0015174', 'GO:0071627'}	{'GO:0034488', 'GO:0015174', 'GO:0071627'}
Candida_glabrata	CAGL0A02530g		CAGL-IPF2945|CAGL-CDS3414.1|CAG57767.1|TRR1	ORF|Uncharacterized	Thioredoxin reductase	TRR1	270427	271548	1121	ChrA_C_glabrata_CBS138	OG0000661	{'GO:0055114', 'GO:0005829', 'GO:0005758', 'GO:0045454', 'GO:0005737', 'GO:0019430', 'GO:0004791', 'GO:0034599', 'GO:0008198', 'GO:0062040', 'GO:0016491'}	{'GO:0055114', 'GO:0005829', 'GO:0005758', 'GO:0045454', 'GO:0019430', 'GO:0004791', 'GO:0034599', 'GO:0008198', 'GO:0062040'}
Candida_glabrata	CAGL0A02552g		CAGL-IPF2944|CAGL-CDS2787.1|CAG57768.1	ORF|Uncharacterized	Has domain(s) with predicted GTP binding activity and role in cell cycle		270607	275452	4845	ChrA_C_glabrata_CBS138	OG0000279	{'GO:0005575', 'GO:0005525', 'GO:0007049'}	{'GO:0005575', 'GO:0005525', 'GO:0007049'}
Candida_glabrata	CAGL0A02574g		CAGL-IPF1309|CAGL-CDS2904.1|CAG57769.1	ORF|Uncharacterized	Ortholog(s) have role in cleistothecium development, tryptophan biosynthetic process	TRP4	276915	278054	1139	ChrA_C_glabrata_CBS138	OG0004435	{'GO:0004048', 'GO:0005575', 'GO:0016757', 'GO:0070791', 'GO:0000162'}	{'GO:0004048', 'GO:0005575', 'GO:0016757', 'GO:0070791', 'GO:0000162'}
